DateTimeIndex,Month,Year,Subsector,Sales
2020-01-01,Jan,2020,Electronics and Appliance Stores,14126
2020-01-01,Jan,2020,Food and Beverage Retailers,182176
2020-01-01,Jan,2020,Food Services and Drinking Places,172604
2020-01-01,Jan,2020,Furniture and Home Furnishings Stores,37616
2020-01-01,Jan,2020,Gasoline Stations,39536
2020-01-01,Jan,2020,General Merchandise Stores,157722
2020-01-01,Jan,2020,Health and Personal Care Stores,53570
2020-01-01,Jan,2020,Miscellaneous Store Retailers,15811
2020-01-01,Jan,2020,Motor Vehicle and Parts Dealers,342994
2020-01-01,Jan,2020,Nonstore Retailers,121601
2020-01-01,Jan,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10827
2020-01-01,Jan,2020,Unknown,2489288
2020-02-01,Feb,2020,Building Material and Garden Equipment and Supplies Dealers,52070
2020-02-01,Feb,2020,Clothing and Clothing Accessories Stores,50250
2020-02-01,Feb,2020,Electronics and Appliance Stores,13318
2020-02-01,Feb,2020,Food and Beverage Retailers,173584
2020-02-01,Feb,2020,Food Services and Drinking Places,147734
2020-02-01,Feb,2020,Furniture and Home Furnishings Stores,36871
2020-02-01,Feb,2020,Gasoline Stations,36801
2020-02-01,Feb,2020,General Merchandise Stores,161346
2020-02-01,Feb,2020,Health and Personal Care Stores,51078
2020-02-01,Feb,2020,Miscellaneous Store Retailers,15595
2020-02-01,Feb,2020,Motor Vehicle and Parts Dealers,358432
2020-02-01,Feb,2020,Nonstore Retailers,116489
2020-02-01,Feb,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10328
2020-02-01,Feb,2020,Unknown,2473929
2020-03-01,Mar,2020,Building Material and Garden Equipment and Supplies Dealers,63446
2020-03-01,Mar,2020,Clothing and Clothing Accessories Stores,28590
2020-03-01,Mar,2020,Electronics and Appliance Stores,11556
2020-03-01,Mar,2020,Food and Beverage Retailers,228763
2020-03-01,Mar,2020,Food Services and Drinking Places,116614
2020-03-01,Mar,2020,Furniture and Home Furnishings Stores,31377
2020-03-01,Mar,2020,Gasoline Stations,34088
2020-03-01,Mar,2020,General Merchandise Stores,188430
2020-03-01,Mar,2020,Health and Personal Care Stores,57977
2020-03-01,Mar,2020,Miscellaneous Store Retailers,13692
2020-03-01,Mar,2020,Motor Vehicle and Parts Dealers,295174
2020-03-01,Mar,2020,Nonstore Retailers,132295
2020-03-01,Mar,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",9823
2020-03-01,Mar,2020,Unknown,2552396
2020-04-01,Apr,2020,Building Material and Garden Equipment and Supplies Dealers,69538
2020-04-01,Apr,2020,Clothing and Clothing Accessories Stores,7021
2020-04-01,Apr,2020,Electronics and Appliance Stores,6026
2020-04-01,Apr,2020,Food and Beverage Retailers,199725
2020-04-01,Apr,2020,Food Services and Drinking Places,79367
2020-04-01,Apr,2020,Furniture and Home Furnishings Stores,14925
2020-04-01,Apr,2020,Gasoline Stations,26668
2020-04-01,Apr,2020,General Merchandise Stores,162537
2020-04-01,Apr,2020,Health and Personal Care Stores,49542
2020-04-01,Apr,2020,Miscellaneous Store Retailers,9173
2020-04-01,Apr,2020,Motor Vehicle and Parts Dealers,245248
2020-04-01,Apr,2020,Nonstore Retailers,146506
2020-04-01,Apr,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6514
2020-04-01,Apr,2020,Unknown,2187905
2020-05-01,May,2020,Building Material and Garden Equipment and Supplies Dealers,82736
2020-05-01,May,2020,Clothing and Clothing Accessories Stores,22199
2020-05-01,May,2020,Electronics and Appliance Stores,7828
2020-05-01,May,2020,Food and Beverage Retailers,213235
2020-05-01,May,2020,Food Services and Drinking Places,111209
2020-05-01,May,2020,Furniture and Home Furnishings Stores,26533
2020-05-01,May,2020,Gasoline Stations,31927
2020-05-01,May,2020,General Merchandise Stores,188472
2020-05-01,May,2020,Health and Personal Care Stores,49864
2020-05-01,May,2020,Miscellaneous Store Retailers,12956
2020-05-01,May,2020,Motor Vehicle and Parts Dealers,380186
2020-05-01,May,2020,Nonstore Retailers,160015
2020-05-01,May,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11882
2020-05-01,May,2020,Unknown,2650467
2020-06-01,Jun,2020,Building Material and Garden Equipment and Supplies Dealers,82793
2020-06-01,Jun,2020,Clothing and Clothing Accessories Stores,42510
2020-06-01,Jun,2020,Electronics and Appliance Stores,11166
2020-06-01,Jun,2020,Food and Beverage Retailers,199272
2020-06-01,Jun,2020,Food Services and Drinking Places,132283
2020-06-01,Jun,2020,Furniture and Home Furnishings Stores,36703
2020-06-01,Jun,2020,Gasoline Stations,36169
2020-06-01,Jun,2020,General Merchandise Stores,179634
2020-06-01,Jun,2020,Health and Personal Care Stores,52944
2020-06-01,Jun,2020,Miscellaneous Store Retailers,15699
2020-06-01,Jun,2020,Motor Vehicle and Parts Dealers,402878
2020-06-01,Jun,2020,Nonstore Retailers,155880
2020-06-01,Jun,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15743
2020-06-01,Jun,2020,Unknown,2783088
2020-07-01,Jul,2020,Building Material and Garden Equipment and Supplies Dealers,78287
2020-07-01,Jul,2020,Clothing and Clothing Accessories Stores,45870
2020-07-01,Jul,2020,Electronics and Appliance Stores,12956
2020-07-01,Jul,2020,Food and Beverage Retailers,208099
2020-07-01,Jul,2020,Food Services and Drinking Places,140021
2020-07-01,Jul,2020,Furniture and Home Furnishings Stores,39737
2020-07-01,Jul,2020,Gasoline Stations,38709
2020-07-01,Jul,2020,General Merchandise Stores,182439
2020-07-01,Jul,2020,Health and Personal Care Stores,55030
2020-07-01,Jul,2020,Miscellaneous Store Retailers,17095
2020-07-01,Jul,2020,Motor Vehicle and Parts Dealers,413128
2020-07-01,Jul,2020,Nonstore Retailers,162175
2020-07-01,Jul,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14956
2020-07-01,Jul,2020,Unknown,2871210
2020-08-01,Aug,2020,Building Material and Garden Equipment and Supplies Dealers,73158
2020-08-01,Aug,2020,Clothing and Clothing Accessories Stores,48725
2020-08-01,Aug,2020,Electronics and Appliance Stores,13530
2020-08-01,Aug,2020,Food and Beverage Retailers,200139
2020-08-01,Aug,2020,Food Services and Drinking Places,143521
2020-08-01,Aug,2020,Furniture and Home Furnishings Stores,41640
2020-08-01,Aug,2020,Gasoline Stations,38547
2020-08-01,Aug,2020,General Merchandise Stores,183615
2020-08-01,Aug,2020,Health and Personal Care Stores,53690
2020-08-01,Aug,2020,Miscellaneous Store Retailers,17654
2020-08-01,Aug,2020,Motor Vehicle and Parts Dealers,413998
2020-08-01,Aug,2020,Nonstore Retailers,161017
2020-08-01,Aug,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15241
2020-08-01,Aug,2020,Unknown,2853891
2020-09-01,Sep,2020,Building Material and Garden Equipment and Supplies Dealers,73280
2020-09-01,Sep,2020,Clothing and Clothing Accessories Stores,48103
2020-09-01,Sep,2020,Electronics and Appliance Stores,12766
2020-09-01,Sep,2020,Food and Beverage Retailers,192133
2020-09-01,Sep,2020,Food Services and Drinking Places,138780
2020-09-01,Sep,2020,Furniture and Home Furnishings Stores,41279
2020-09-01,Sep,2020,Gasoline Stations,37044
2020-09-01,Sep,2020,General Merchandise Stores,172305
2020-09-01,Sep,2020,Health and Personal Care Stores,54706
2020-09-01,Sep,2020,Miscellaneous Store Retailers,17148
2020-09-01,Sep,2020,Motor Vehicle and Parts Dealers,405586
2020-09-01,Sep,2020,Nonstore Retailers,157984
2020-09-01,Sep,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14429
2020-09-01,Sep,2020,Unknown,2778038
2020-10-01,Oct,2020,Building Material and Garden Equipment and Supplies Dealers,74246
2020-10-01,Oct,2020,Clothing and Clothing Accessories Stores,51371
2020-10-01,Oct,2020,Electronics and Appliance Stores,13562
2020-10-01,Oct,2020,Food and Beverage Retailers,198415
2020-10-01,Oct,2020,Food Services and Drinking Places,145420
2020-10-01,Oct,2020,Furniture and Home Furnishings Stores,34502
2020-10-01,Oct,2020,Gasoline Stations,37960
2020-10-01,Oct,2020,General Merchandise Stores,185874
2020-10-01,Oct,2020,Health and Personal Care Stores,57053
2020-10-01,Oct,2020,Miscellaneous Store Retailers,19202
2020-10-01,Oct,2020,Motor Vehicle and Parts Dealers,411928
2020-10-01,Oct,2020,Nonstore Retailers,169861
2020-10-01,Oct,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14102
2020-10-01,Oct,2020,Unknown,2908608
2020-11-01,Nov,2020,Building Material and Garden Equipment and Supplies Dealers,68537
2020-11-01,Nov,2020,Clothing and Clothing Accessories Stores,54331
2020-11-01,Nov,2020,Electronics and Appliance Stores,16388
2020-11-01,Nov,2020,Food and Beverage Retailers,198502
2020-11-01,Nov,2020,Food Services and Drinking Places,129944
2020-11-01,Nov,2020,Furniture and Home Furnishings Stores,35941
2020-11-01,Nov,2020,Gasoline Stations,34202
2020-11-01,Nov,2020,General Merchandise Stores,200394
2020-11-01,Nov,2020,Health and Personal Care Stores,52899
2020-11-01,Nov,2020,Miscellaneous Store Retailers,16835
2020-11-01,Nov,2020,Motor Vehicle and Parts Dealers,371776
2020-11-01,Nov,2020,Nonstore Retailers,190943
2020-11-01,Nov,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15512
2020-11-01,Nov,2020,Unknown,2915769
2020-12-01,Dec,2020,Building Material and Garden Equipment and Supplies Dealers,68125
2020-12-01,Dec,2020,Clothing and Clothing Accessories Stores,79678
2020-12-01,Dec,2020,Electronics and Appliance Stores,18734
2020-12-01,Dec,2020,Food and Beverage Retailers,211093
2020-12-01,Dec,2020,Food Services and Drinking Places,132802
2020-12-01,Dec,2020,Furniture and Home Furnishings Stores,39030
2020-12-01,Dec,2020,Gasoline Stations,36425
2020-12-01,Dec,2020,General Merchandise Stores,228942
2020-12-01,Dec,2020,Health and Personal Care Stores,61690
2020-12-01,Dec,2020,Miscellaneous Store Retailers,19888
2020-12-01,Dec,2020,Motor Vehicle and Parts Dealers,421624
2020-12-01,Dec,2020,Nonstore Retailers,221282
2020-12-01,Dec,2020,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",21096
2020-12-01,Dec,2020,Unknown,3302800
2021-01-01,Jan,2021,Building Material and Garden Equipment and Supplies Dealers,61346
2021-01-01,Jan,2021,Clothing and Clothing Accessories Stores,39845
2021-01-01,Jan,2021,Electronics and Appliance Stores,13686
2021-01-01,Jan,2021,Food and Beverage Retailers,198827
2021-01-01,Jan,2021,Food Services and Drinking Places,135118
2021-01-01,Jan,2021,Furniture and Home Furnishings Stores,33716
2021-01-01,Jan,2021,Gasoline Stations,36994
2021-01-01,Jan,2021,General Merchandise Stores,175425
2021-01-01,Jan,2021,Health and Personal Care Stores,54206
2021-01-01,Jan,2021,Miscellaneous Store Retailers,15464
2021-01-01,Jan,2021,Motor Vehicle and Parts Dealers,375492
2021-01-01,Jan,2021,Nonstore Retailers,167076
2021-01-01,Jan,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13654
2021-01-01,Jan,2021,Unknown,2722611
2021-02-01,Feb,2021,Building Material and Garden Equipment and Supplies Dealers,58047
2021-02-01,Feb,2021,Clothing and Clothing Accessories Stores,41234
2021-02-01,Feb,2021,Electronics and Appliance Stores,12242
2021-02-01,Feb,2021,Food and Beverage Retailers,181840
2021-02-01,Feb,2021,Food Services and Drinking Places,127702
2021-02-01,Feb,2021,Furniture and Home Furnishings Stores,31610
2021-02-01,Feb,2021,Gasoline Stations,36073
2021-02-01,Feb,2021,General Merchandise Stores,159219
2021-02-01,Feb,2021,Health and Personal Care Stores,50792
2021-02-01,Feb,2021,Miscellaneous Store Retailers,14928
2021-02-01,Feb,2021,Motor Vehicle and Parts Dealers,369166
2021-02-01,Feb,2021,Nonstore Retailers,156958
2021-02-01,Feb,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11856
2021-02-01,Feb,2021,Unknown,2571333
2021-03-01,Mar,2021,Building Material and Garden Equipment and Supplies Dealers,84546
2021-03-01,Mar,2021,Clothing and Clothing Accessories Stores,57888
2021-03-01,Mar,2021,Electronics and Appliance Stores,15750
2021-03-01,Mar,2021,Food and Beverage Retailers,200035
2021-03-01,Mar,2021,Food Services and Drinking Places,164144
2021-03-01,Mar,2021,Furniture and Home Furnishings Stores,39751
2021-03-01,Mar,2021,Gasoline Stations,46008
2021-03-01,Mar,2021,General Merchandise Stores,206337
2021-03-01,Mar,2021,Health and Personal Care Stores,61113
2021-03-01,Mar,2021,Miscellaneous Store Retailers,19119
2021-03-01,Mar,2021,Motor Vehicle and Parts Dealers,524244
2021-03-01,Mar,2021,Nonstore Retailers,185693
2021-03-01,Mar,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",17812
2021-03-01,Mar,2021,Unknown,3278511
2021-04-01,Apr,2021,Building Material and Garden Equipment and Supplies Dealers,90865
2021-04-01,Apr,2021,Clothing and Clothing Accessories Stores,56779
2021-04-01,Apr,2021,Electronics and Appliance Stores,14692
2021-04-01,Apr,2021,Food and Beverage Retailers,196964
2021-04-01,Apr,2021,Food Services and Drinking Places,168842
2021-04-01,Apr,2021,Furniture and Home Furnishings Stores,38018
2021-04-01,Apr,2021,Gasoline Stations,46956
2021-04-01,Apr,2021,General Merchandise Stores,192873
2021-04-01,Apr,2021,Health and Personal Care Stores,58681
2021-04-01,Apr,2021,Miscellaneous Store Retailers,19649
2021-04-01,Apr,2021,Motor Vehicle and Parts Dealers,512810
2021-04-01,Apr,2021,Nonstore Retailers,183228
2021-04-01,Apr,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",16769
2021-04-01,Apr,2021,Unknown,3240660
2021-05-01,May,2021,Building Material and Garden Equipment and Supplies Dealers,90886
2021-05-01,May,2021,Clothing and Clothing Accessories Stores,61864
2021-05-01,May,2021,Electronics and Appliance Stores,15002
2021-05-01,May,2021,Food and Beverage Retailers,210196
2021-05-01,May,2021,Food Services and Drinking Places,180641
2021-05-01,May,2021,Furniture and Home Furnishings Stores,38093
2021-05-01,May,2021,Gasoline Stations,49813
2021-05-01,May,2021,General Merchandise Stores,203748
2021-05-01,May,2021,Health and Personal Care Stores,57520
2021-05-01,May,2021,Miscellaneous Store Retailers,20159
2021-05-01,May,2021,Motor Vehicle and Parts Dealers,508814
2021-05-01,May,2021,Nonstore Retailers,177928
2021-05-01,May,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",16597
2021-05-01,May,2021,Unknown,3325308
2021-06-01,Jun,2021,Building Material and Garden Equipment and Supplies Dealers,89031
2021-06-01,Jun,2021,Clothing and Clothing Accessories Stores,59803
2021-06-01,Jun,2021,Electronics and Appliance Stores,15782
2021-06-01,Jun,2021,Food and Beverage Retailers,205771
2021-06-01,Jun,2021,Food Services and Drinking Places,180788
2021-06-01,Jun,2021,Furniture and Home Furnishings Stores,37757
2021-06-01,Jun,2021,Gasoline Stations,50892
2021-06-01,Jun,2021,General Merchandise Stores,197082
2021-06-01,Jun,2021,Health and Personal Care Stores,59638
2021-06-01,Jun,2021,Miscellaneous Store Retailers,21049
2021-06-01,Jun,2021,Motor Vehicle and Parts Dealers,486902
2021-06-01,Jun,2021,Nonstore Retailers,180938
2021-06-01,Jun,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",17370
2021-06-01,Jun,2021,Unknown,3296636
2021-07-01,Jul,2021,Building Material and Garden Equipment and Supplies Dealers,82139
2021-07-01,Jul,2021,Clothing and Clothing Accessories Stores,61506
2021-07-01,Jul,2021,Electronics and Appliance Stores,15840
2021-07-01,Jul,2021,Food and Beverage Retailers,212978
2021-07-01,Jul,2021,Food Services and Drinking Places,190060
2021-07-01,Jul,2021,Furniture and Home Furnishings Stores,38563
2021-07-01,Jul,2021,Gasoline Stations,53078
2021-07-01,Jul,2021,General Merchandise Stores,200604
2021-07-01,Jul,2021,Health and Personal Care Stores,58599
2021-07-01,Jul,2021,Miscellaneous Store Retailers,21650
2021-07-01,Jul,2021,Motor Vehicle and Parts Dealers,476584
2021-07-01,Jul,2021,Nonstore Retailers,170914
2021-07-01,Jul,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",17130
2021-07-01,Jul,2021,Unknown,3285051
2021-08-01,Aug,2021,Building Material and Garden Equipment and Supplies Dealers,79145
2021-08-01,Aug,2021,Clothing and Clothing Accessories Stores,60633
2021-08-01,Aug,2021,Electronics and Appliance Stores,15708
2021-08-01,Aug,2021,Food and Beverage Retailers,210253
2021-08-01,Aug,2021,Food Services and Drinking Places,183718
2021-08-01,Aug,2021,Furniture and Home Furnishings Stores,38578
2021-08-01,Aug,2021,Gasoline Stations,52841
2021-08-01,Aug,2021,General Merchandise Stores,203121
2021-08-01,Aug,2021,Health and Personal Care Stores,59648
2021-08-01,Aug,2021,Miscellaneous Store Retailers,21992
2021-08-01,Aug,2021,Motor Vehicle and Parts Dealers,455964
2021-08-01,Aug,2021,Nonstore Retailers,182403
2021-08-01,Aug,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",18129
2021-08-01,Aug,2021,Unknown,3289748
2021-09-01,Sep,2021,Building Material and Garden Equipment and Supplies Dealers,77611
2021-09-01,Sep,2021,Clothing and Clothing Accessories Stores,54328
2021-09-01,Sep,2021,Electronics and Appliance Stores,15096
2021-09-01,Sep,2021,Food and Beverage Retailers,206081
2021-09-01,Sep,2021,Food Services and Drinking Places,174966
2021-09-01,Sep,2021,Furniture and Home Furnishings Stores,38110
2021-09-01,Sep,2021,Gasoline Stations,51994
2021-09-01,Sep,2021,General Merchandise Stores,188865
2021-09-01,Sep,2021,Health and Personal Care Stores,58765
2021-09-01,Sep,2021,Miscellaneous Store Retailers,21546
2021-09-01,Sep,2021,Motor Vehicle and Parts Dealers,438496
2021-09-01,Sep,2021,Nonstore Retailers,174908
2021-09-01,Sep,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",16268
2021-09-01,Sep,2021,Unknown,3159746
2021-10-01,Oct,2021,Building Material and Garden Equipment and Supplies Dealers,78482
2021-10-01,Oct,2021,Clothing and Clothing Accessories Stores,58715
2021-10-01,Oct,2021,Electronics and Appliance Stores,15792
2021-10-01,Oct,2021,Food and Beverage Retailers,214080
2021-10-01,Oct,2021,Food Services and Drinking Places,183363
2021-10-01,Oct,2021,Furniture and Home Furnishings Stores,38605
2021-10-01,Oct,2021,Gasoline Stations,54734
2021-10-01,Oct,2021,General Merchandise Stores,207564
2021-10-01,Oct,2021,Health and Personal Care Stores,59829
2021-10-01,Oct,2021,Miscellaneous Store Retailers,23309
2021-10-01,Oct,2021,Motor Vehicle and Parts Dealers,443780
2021-10-01,Oct,2021,Nonstore Retailers,189575
2021-10-01,Oct,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",16302
2021-10-01,Oct,2021,Unknown,3322947
2021-11-01,Nov,2021,Building Material and Garden Equipment and Supplies Dealers,78754
2021-11-01,Nov,2021,Clothing and Clothing Accessories Stores,69375
2021-11-01,Nov,2021,Electronics and Appliance Stores,17880
2021-11-01,Nov,2021,Food and Beverage Retailers,213354
2021-11-01,Nov,2021,Food Services and Drinking Places,172019
2021-11-01,Nov,2021,Furniture and Home Furnishings Stores,41186
2021-11-01,Nov,2021,Gasoline Stations,52283
2021-11-01,Nov,2021,General Merchandise Stores,222645
2021-11-01,Nov,2021,Health and Personal Care Stores,59216
2021-11-01,Nov,2021,Miscellaneous Store Retailers,21534
2021-11-01,Nov,2021,Motor Vehicle and Parts Dealers,428848
2021-11-01,Nov,2021,Nonstore Retailers,223135
2021-11-01,Nov,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",19179
2021-11-01,Nov,2021,Unknown,3462288
2021-12-01,Dec,2021,Building Material and Garden Equipment and Supplies Dealers,75965
2021-12-01,Dec,2021,Clothing and Clothing Accessories Stores,89019
2021-12-01,Dec,2021,Electronics and Appliance Stores,20892
2021-12-01,Dec,2021,Food and Beverage Retailers,231048
2021-12-01,Dec,2021,Food Services and Drinking Places,182290
2021-12-01,Dec,2021,Furniture and Home Furnishings Stores,42257
2021-12-01,Dec,2021,Gasoline Stations,51829
2021-12-01,Dec,2021,General Merchandise Stores,255384
2021-12-01,Dec,2021,Health and Personal Care Stores,67476
2021-12-01,Dec,2021,Miscellaneous Store Retailers,23767
2021-12-01,Dec,2021,Motor Vehicle and Parts Dealers,454888
2021-12-01,Dec,2021,Nonstore Retailers,242635
2021-12-01,Dec,2021,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",24619
2021-12-01,Dec,2021,Unknown,3805417
