DateTimeIndex,Month,Year,Subsector,Sales
2014-08-01,Aug,2014,Unknown,2338532
2014-09-01,Sep,2014,Building Material and Garden Equipment and Supplies Dealers,52454
2014-09-01,Sep,2014,Clothing and Clothing Accessories Stores,49650
2014-09-01,Sep,2014,Electronics and Appliance Stores,16356
2014-09-01,Sep,2014,Food and Beverage Retailers,153900
2014-09-01,Sep,2014,Food Services and Drinking Places,129660
2014-09-01,Sep,2014,Furniture and Home Furnishings Stores,37198
2014-09-01,Sep,2014,Gasoline Stations,46249
2014-09-01,Sep,2014,General Merchandise Stores,152967
2014-09-01,Sep,2014,Health and Personal Care Stores,44748
2014-09-01,Sep,2014,Miscellaneous Store Retailers,16555
2014-09-01,Sep,2014,Motor Vehicle and Parts Dealers,311394
2014-09-01,Sep,2014,Nonstore Retailers,69471
2014-09-01,Sep,2014,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12486
2014-09-01,Sep,2014,Unknown,2186514
2014-10-01,Oct,2014,Building Material and Garden Equipment and Supplies Dealers,54364
2014-10-01,Oct,2014,Clothing and Clothing Accessories Stores,54081
2014-10-01,Oct,2014,Electronics and Appliance Stores,16126
2014-10-01,Oct,2014,Food and Beverage Retailers,161150
2014-10-01,Oct,2014,Food Services and Drinking Places,138228
2014-10-01,Oct,2014,Furniture and Home Furnishings Stores,37467
2014-10-01,Oct,2014,Gasoline Stations,46237
2014-10-01,Oct,2014,General Merchandise Stores,164979
2014-10-01,Oct,2014,Health and Personal Care Stores,46550
2014-10-01,Oct,2014,Miscellaneous Store Retailers,18502
2014-10-01,Oct,2014,Motor Vehicle and Parts Dealers,315618
2014-10-01,Oct,2014,Nonstore Retailers,73898
2014-10-01,Oct,2014,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11900
2014-10-01,Oct,2014,Unknown,2285604
2014-11-01,Nov,2014,Building Material and Garden Equipment and Supplies Dealers,49110
2014-11-01,Nov,2014,Clothing and Clothing Accessories Stores,62937
2014-11-01,Nov,2014,Electronics and Appliance Stores,21358
2014-11-01,Nov,2014,Food and Beverage Retailers,161307
2014-11-01,Nov,2014,Food Services and Drinking Places,132105
2014-11-01,Nov,2014,Furniture and Home Furnishings Stores,41848
2014-11-01,Nov,2014,Gasoline Stations,40969
2014-11-01,Nov,2014,General Merchandise Stores,186768
2014-11-01,Nov,2014,Health and Personal Care Stores,43687
2014-11-01,Nov,2014,Miscellaneous Store Retailers,15961
2014-11-01,Nov,2014,Motor Vehicle and Parts Dealers,297142
2014-11-01,Nov,2014,Nonstore Retailers,81479
2014-11-01,Nov,2014,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14418
2014-11-01,Nov,2014,Unknown,2335119
2014-12-01,Dec,2014,Building Material and Garden Equipment and Supplies Dealers,47428
2014-12-01,Dec,2014,Clothing and Clothing Accessories Stores,85463
2014-12-01,Dec,2014,Electronics and Appliance Stores,27008
2014-12-01,Dec,2014,Food and Beverage Retailers,171065
2014-12-01,Dec,2014,Food Services and Drinking Places,142054
2014-12-01,Dec,2014,Furniture and Home Furnishings Stores,49703
2014-12-01,Dec,2014,Gasoline Stations,37735
2014-12-01,Dec,2014,General Merchandise Stores,227244
2014-12-01,Dec,2014,Health and Personal Care Stores,52241
2014-12-01,Dec,2014,Miscellaneous Store Retailers,19458
2014-12-01,Dec,2014,Motor Vehicle and Parts Dealers,327814
2014-12-01,Dec,2014,Nonstore Retailers,110226
2014-12-01,Dec,2014,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",22384
2014-12-01,Dec,2014,Unknown,2720823
2015-01-01,Jan,2015,Building Material and Garden Equipment and Supplies Dealers,41621
2015-01-01,Jan,2015,Clothing and Clothing Accessories Stores,41877
2015-01-01,Jan,2015,Electronics and Appliance Stores,15968
2015-01-01,Jan,2015,Food and Beverage Retailers,161662
2015-01-01,Jan,2015,Food Services and Drinking Places,134333
2015-01-01,Jan,2015,Furniture and Home Furnishings Stores,35510
2015-01-01,Jan,2015,Gasoline Stations,33134
2015-01-01,Jan,2015,General Merchandise Stores,149514
2015-01-01,Jan,2015,Health and Personal Care Stores,46428
2015-01-01,Jan,2015,Miscellaneous Store Retailers,14679
2015-01-01,Jan,2015,Motor Vehicle and Parts Dealers,295900
2015-01-01,Jan,2015,Nonstore Retailers,74703
2015-01-01,Jan,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11719
2015-01-01,Jan,2015,Unknown,2081351
2015-02-01,Feb,2015,Building Material and Garden Equipment and Supplies Dealers,39129
2015-02-01,Feb,2015,Clothing and Clothing Accessories Stores,47191
2015-02-01,Feb,2015,Electronics and Appliance Stores,15402
2015-02-01,Feb,2015,Food and Beverage Retailers,148069
2015-02-01,Feb,2015,Food Services and Drinking Places,129997
2015-02-01,Feb,2015,Furniture and Home Furnishings Stores,33617
2015-02-01,Feb,2015,Gasoline Stations,32279
2015-02-01,Feb,2015,General Merchandise Stores,148371
2015-02-01,Feb,2015,Health and Personal Care Stores,43255
2015-02-01,Feb,2015,Miscellaneous Store Retailers,14197
2015-02-01,Feb,2015,Motor Vehicle and Parts Dealers,299346
2015-02-01,Feb,2015,Nonstore Retailers,71663
2015-02-01,Feb,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10124
2015-02-01,Feb,2015,Unknown,2023665
2015-03-01,Mar,2015,Building Material and Garden Equipment and Supplies Dealers,51298
2015-03-01,Mar,2015,Clothing and Clothing Accessories Stores,55270
2015-03-01,Mar,2015,Electronics and Appliance Stores,15742
2015-03-01,Mar,2015,Food and Beverage Retailers,160884
2015-03-01,Mar,2015,Food Services and Drinking Places,148867
2015-03-01,Mar,2015,Furniture and Home Furnishings Stores,37705
2015-03-01,Mar,2015,Gasoline Stations,37598
2015-03-01,Mar,2015,General Merchandise Stores,165303
2015-03-01,Mar,2015,Health and Personal Care Stores,48136
2015-03-01,Mar,2015,Miscellaneous Store Retailers,15407
2015-03-01,Mar,2015,Motor Vehicle and Parts Dealers,361066
2015-03-01,Mar,2015,Nonstore Retailers,78334
2015-03-01,Mar,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12230
2015-03-01,Mar,2015,Unknown,2306466
2015-04-01,Apr,2015,Building Material and Garden Equipment and Supplies Dealers,59078
2015-04-01,Apr,2015,Clothing and Clothing Accessories Stores,54315
2015-04-01,Apr,2015,Electronics and Appliance Stores,14202
2015-04-01,Apr,2015,Food and Beverage Retailers,157593
2015-04-01,Apr,2015,Food Services and Drinking Places,145432
2015-04-01,Apr,2015,Furniture and Home Furnishings Stores,35933
2015-04-01,Apr,2015,Gasoline Stations,37932
2015-04-01,Apr,2015,General Merchandise Stores,158523
2015-04-01,Apr,2015,Health and Personal Care Stores,46106
2015-04-01,Apr,2015,Miscellaneous Store Retailers,15547
2015-04-01,Apr,2015,Motor Vehicle and Parts Dealers,349300
2015-04-01,Apr,2015,Nonstore Retailers,74198
2015-04-01,Apr,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11719
2015-04-01,Apr,2015,Unknown,2272230
2015-05-01,May,2015,Building Material and Garden Equipment and Supplies Dealers,62201
2015-05-01,May,2015,Clothing and Clothing Accessories Stores,58782
2015-05-01,May,2015,Electronics and Appliance Stores,15232
2015-05-01,May,2015,Food and Beverage Retailers,167572
2015-05-01,May,2015,Food Services and Drinking Places,154739
2015-05-01,May,2015,Furniture and Home Furnishings Stores,38509
2015-05-01,May,2015,Gasoline Stations,42240
2015-05-01,May,2015,General Merchandise Stores,173808
2015-05-01,May,2015,Health and Personal Care Stores,45933
2015-05-01,May,2015,Miscellaneous Store Retailers,17321
2015-05-01,May,2015,Motor Vehicle and Parts Dealers,363750
2015-05-01,May,2015,Nonstore Retailers,72001
2015-05-01,May,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12484
2015-05-01,May,2015,Unknown,2405942
2015-06-01,Jun,2015,Building Material and Garden Equipment and Supplies Dealers,60275
2015-06-01,Jun,2015,Clothing and Clothing Accessories Stores,52538
2015-06-01,Jun,2015,Electronics and Appliance Stores,15826
2015-06-01,Jun,2015,Food and Beverage Retailers,160410
2015-06-01,Jun,2015,Food Services and Drinking Places,145907
2015-06-01,Jun,2015,Furniture and Home Furnishings Stores,37793
2015-06-01,Jun,2015,Gasoline Stations,42864
2015-06-01,Jun,2015,General Merchandise Stores,163953
2015-06-01,Jun,2015,Health and Personal Care Stores,46161
2015-06-01,Jun,2015,Miscellaneous Store Retailers,16544
2015-06-01,Jun,2015,Motor Vehicle and Parts Dealers,351834
2015-06-01,Jun,2015,Nonstore Retailers,72983
2015-06-01,Jun,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12705
2015-06-01,Jun,2015,Unknown,2323768
2015-07-01,Jul,2015,Building Material and Garden Equipment and Supplies Dealers,59247
2015-07-01,Jul,2015,Clothing and Clothing Accessories Stores,54844
2015-07-01,Jul,2015,Electronics and Appliance Stores,15740
2015-07-01,Jul,2015,Food and Beverage Retailers,167323
2015-07-01,Jul,2015,Food Services and Drinking Places,148991
2015-07-01,Jul,2015,Furniture and Home Furnishings Stores,39753
2015-07-01,Jul,2015,Gasoline Stations,43985
2015-07-01,Jul,2015,General Merchandise Stores,166176
2015-07-01,Jul,2015,Health and Personal Care Stores,46584
2015-07-01,Jul,2015,Miscellaneous Store Retailers,17043
2015-07-01,Jul,2015,Motor Vehicle and Parts Dealers,365606
2015-07-01,Jul,2015,Nonstore Retailers,74277
2015-07-01,Jul,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12811
2015-07-01,Jul,2015,Unknown,2370936
2015-08-01,Aug,2015,Building Material and Garden Equipment and Supplies Dealers,54217
2015-08-01,Aug,2015,Clothing and Clothing Accessories Stores,59105
2015-08-01,Aug,2015,Electronics and Appliance Stores,16114
2015-08-01,Aug,2015,Food and Beverage Retailers,163791
2015-08-01,Aug,2015,Food Services and Drinking Places,148626
2015-08-01,Aug,2015,Furniture and Home Furnishings Stores,39969
2015-08-01,Aug,2015,Gasoline Stations,42039
2015-08-01,Aug,2015,General Merchandise Stores,171894
2015-08-01,Aug,2015,Health and Personal Care Stores,46260
2015-08-01,Aug,2015,Miscellaneous Store Retailers,17854
2015-08-01,Aug,2015,Motor Vehicle and Parts Dealers,368114
2015-08-01,Aug,2015,Nonstore Retailers,73059
2015-08-01,Aug,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",15008
2015-08-01,Aug,2015,Unknown,2369880
2015-09-01,Sep,2015,Building Material and Garden Equipment and Supplies Dealers,53689
2015-09-01,Sep,2015,Clothing and Clothing Accessories Stores,51198
2015-09-01,Sep,2015,Electronics and Appliance Stores,15940
2015-09-01,Sep,2015,Food and Beverage Retailers,157733
2015-09-01,Sep,2015,Food Services and Drinking Places,139618
2015-09-01,Sep,2015,Furniture and Home Furnishings Stores,39101
2015-09-01,Sep,2015,Gasoline Stations,37681
2015-09-01,Sep,2015,General Merchandise Stores,156558
2015-09-01,Sep,2015,Health and Personal Care Stores,47104
2015-09-01,Sep,2015,Miscellaneous Store Retailers,16431
2015-09-01,Sep,2015,Motor Vehicle and Parts Dealers,340932
2015-09-01,Sep,2015,Nonstore Retailers,74780
2015-09-01,Sep,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12879
2015-09-01,Sep,2015,Unknown,2242857
2015-10-01,Oct,2015,Building Material and Garden Equipment and Supplies Dealers,55060
2015-10-01,Oct,2015,Clothing and Clothing Accessories Stores,55486
2015-10-01,Oct,2015,Electronics and Appliance Stores,15580
2015-10-01,Oct,2015,Food and Beverage Retailers,163288
2015-10-01,Oct,2015,Food Services and Drinking Places,148801
2015-10-01,Oct,2015,Furniture and Home Furnishings Stores,39636
2015-10-01,Oct,2015,Gasoline Stations,38123
2015-10-01,Oct,2015,General Merchandise Stores,168741
2015-10-01,Oct,2015,Health and Personal Care Stores,48212
2015-10-01,Oct,2015,Miscellaneous Store Retailers,18002
2015-10-01,Oct,2015,Motor Vehicle and Parts Dealers,339570
2015-10-01,Oct,2015,Nonstore Retailers,77862
2015-10-01,Oct,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12030
2015-10-01,Oct,2015,Unknown,2325315
2015-11-01,Nov,2015,Building Material and Garden Equipment and Supplies Dealers,51845
2015-11-01,Nov,2015,Clothing and Clothing Accessories Stores,61807
2015-11-01,Nov,2015,Electronics and Appliance Stores,19850
2015-11-01,Nov,2015,Food and Beverage Retailers,161494
2015-11-01,Nov,2015,Food Services and Drinking Places,139284
2015-11-01,Nov,2015,Furniture and Home Furnishings Stores,43223
2015-11-01,Nov,2015,Gasoline Stations,34063
2015-11-01,Nov,2015,General Merchandise Stores,186660
2015-11-01,Nov,2015,Health and Personal Care Stores,46442
2015-11-01,Nov,2015,Miscellaneous Store Retailers,15953
2015-11-01,Nov,2015,Motor Vehicle and Parts Dealers,317472
2015-11-01,Nov,2015,Nonstore Retailers,88974
2015-11-01,Nov,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14350
2015-11-01,Nov,2015,Unknown,2369288
2015-12-01,Dec,2015,Building Material and Garden Equipment and Supplies Dealers,51922
2015-12-01,Dec,2015,Clothing and Clothing Accessories Stores,87207
2015-12-01,Dec,2015,Electronics and Appliance Stores,24754
2015-12-01,Dec,2015,Food and Beverage Retailers,173513
2015-12-01,Dec,2015,Food Services and Drinking Places,152352
2015-12-01,Dec,2015,Furniture and Home Furnishings Stores,51209
2015-12-01,Dec,2015,Gasoline Stations,33664
2015-12-01,Dec,2015,General Merchandise Stores,230880
2015-12-01,Dec,2015,Health and Personal Care Stores,54625
2015-12-01,Dec,2015,Miscellaneous Store Retailers,19670
2015-12-01,Dec,2015,Motor Vehicle and Parts Dealers,352628
2015-12-01,Dec,2015,Nonstore Retailers,117313
2015-12-01,Dec,2015,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",23165
2015-12-01,Dec,2015,Unknown,2802742
2016-01-01,Jan,2016,Building Material and Garden Equipment and Supplies Dealers,42989
2016-01-01,Jan,2016,Clothing and Clothing Accessories Stores,41718
2016-01-01,Jan,2016,Electronics and Appliance Stores,14510
2016-01-01,Jan,2016,Food and Beverage Retailers,162055
2016-01-01,Jan,2016,Food Services and Drinking Places,140086
2016-01-01,Jan,2016,Furniture and Home Furnishings Stores,35752
2016-01-01,Jan,2016,Gasoline Stations,31037
2016-01-01,Jan,2016,General Merchandise Stores,148914
2016-01-01,Jan,2016,Health and Personal Care Stores,47108
2016-01-01,Jan,2016,Miscellaneous Store Retailers,14041
2016-01-01,Jan,2016,Motor Vehicle and Parts Dealers,302490
2016-01-01,Jan,2016,Nonstore Retailers,77113
2016-01-01,Jan,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12103
2016-01-01,Jan,2016,Unknown,2095682
2016-02-01,Feb,2016,Building Material and Garden Equipment and Supplies Dealers,45086
2016-02-01,Feb,2016,Clothing and Clothing Accessories Stores,49595
2016-02-01,Feb,2016,Electronics and Appliance Stores,14954
2016-02-01,Feb,2016,Food and Beverage Retailers,153294
2016-02-01,Feb,2016,Food Services and Drinking Places,143680
2016-02-01,Feb,2016,Furniture and Home Furnishings Stores,36591
2016-02-01,Feb,2016,Gasoline Stations,28976
2016-02-01,Feb,2016,General Merchandise Stores,154773
2016-02-01,Feb,2016,Health and Personal Care Stores,47974
2016-02-01,Feb,2016,Miscellaneous Store Retailers,14365
2016-02-01,Feb,2016,Motor Vehicle and Parts Dealers,336962
2016-02-01,Feb,2016,Nonstore Retailers,77248
2016-02-01,Feb,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10967
2016-02-01,Feb,2016,Unknown,2153257
2016-03-01,Mar,2016,Building Material and Garden Equipment and Supplies Dealers,56959
2016-03-01,Mar,2016,Clothing and Clothing Accessories Stores,57214
2016-03-01,Mar,2016,Electronics and Appliance Stores,15126
2016-03-01,Mar,2016,Food and Beverage Retailers,164287
2016-03-01,Mar,2016,Food Services and Drinking Places,156200
2016-03-01,Mar,2016,Furniture and Home Furnishings Stores,39856
2016-03-01,Mar,2016,Gasoline Stations,33574
2016-03-01,Mar,2016,General Merchandise Stores,169083
2016-03-01,Mar,2016,Health and Personal Care Stores,50624
2016-03-01,Mar,2016,Miscellaneous Store Retailers,15797
2016-03-01,Mar,2016,Motor Vehicle and Parts Dealers,375080
2016-03-01,Mar,2016,Nonstore Retailers,83571
2016-03-01,Mar,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13031
2016-03-01,Mar,2016,Unknown,2386974
2016-04-01,Apr,2016,Building Material and Garden Equipment and Supplies Dealers,60767
2016-04-01,Apr,2016,Clothing and Clothing Accessories Stores,54368
2016-04-01,Apr,2016,Electronics and Appliance Stores,13458
2016-04-01,Apr,2016,Food and Beverage Retailers,159104
2016-04-01,Apr,2016,Food Services and Drinking Places,156295
2016-04-01,Apr,2016,Furniture and Home Furnishings Stores,36819
2016-04-01,Apr,2016,Gasoline Stations,35266
2016-04-01,Apr,2016,General Merchandise Stores,161460
2016-04-01,Apr,2016,Health and Personal Care Stores,48383
2016-04-01,Apr,2016,Miscellaneous Store Retailers,15881
2016-04-01,Apr,2016,Motor Vehicle and Parts Dealers,361614
2016-04-01,Apr,2016,Nonstore Retailers,79206
2016-04-01,Apr,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12190
2016-04-01,Apr,2016,Unknown,2328908
2016-05-01,May,2016,Building Material and Garden Equipment and Supplies Dealers,64932
2016-05-01,May,2016,Clothing and Clothing Accessories Stores,57464
2016-05-01,May,2016,Electronics and Appliance Stores,14406
2016-05-01,May,2016,Food and Beverage Retailers,167216
2016-05-01,May,2016,Food Services and Drinking Places,158557
2016-05-01,May,2016,Furniture and Home Furnishings Stores,38659
2016-05-01,May,2016,Gasoline Stations,38792
2016-05-01,May,2016,General Merchandise Stores,170007
2016-05-01,May,2016,Health and Personal Care Stores,49315
2016-05-01,May,2016,Miscellaneous Store Retailers,17327
2016-05-01,May,2016,Motor Vehicle and Parts Dealers,365910
2016-05-01,May,2016,Nonstore Retailers,82010
2016-05-01,May,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12596
2016-05-01,May,2016,Unknown,2436107
2016-06-01,Jun,2016,Building Material and Garden Equipment and Supplies Dealers,64627
2016-06-01,Jun,2016,Clothing and Clothing Accessories Stores,53909
2016-06-01,Jun,2016,Electronics and Appliance Stores,14732
2016-06-01,Jun,2016,Food and Beverage Retailers,165081
2016-06-01,Jun,2016,Food Services and Drinking Places,152422
2016-06-01,Jun,2016,Furniture and Home Furnishings Stores,39247
2016-06-01,Jun,2016,Gasoline Stations,40046
2016-06-01,Jun,2016,General Merchandise Stores,167082
2016-06-01,Jun,2016,Health and Personal Care Stores,48750
2016-06-01,Jun,2016,Miscellaneous Store Retailers,16544
2016-06-01,Jun,2016,Motor Vehicle and Parts Dealers,363270
2016-06-01,Jun,2016,Nonstore Retailers,81424
2016-06-01,Jun,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13691
2016-06-01,Jun,2016,Unknown,2405546
2016-07-01,Jul,2016,Building Material and Garden Equipment and Supplies Dealers,58091
2016-07-01,Jul,2016,Clothing and Clothing Accessories Stores,55124
2016-07-01,Jul,2016,Electronics and Appliance Stores,14824
2016-07-01,Jul,2016,Food and Beverage Retailers,168615
2016-07-01,Jul,2016,Food Services and Drinking Places,156980
2016-07-01,Jul,2016,Furniture and Home Furnishings Stores,39523
2016-07-01,Jul,2016,Gasoline Stations,39737
2016-07-01,Jul,2016,General Merchandise Stores,167979
2016-07-01,Jul,2016,Health and Personal Care Stores,47352
2016-07-01,Jul,2016,Miscellaneous Store Retailers,16488
2016-07-01,Jul,2016,Motor Vehicle and Parts Dealers,370970
2016-07-01,Jul,2016,Nonstore Retailers,78350
2016-07-01,Jul,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",13099
2016-07-01,Jul,2016,Unknown,2383894
2016-08-01,Aug,2016,Building Material and Garden Equipment and Supplies Dealers,57923
2016-08-01,Aug,2016,Clothing and Clothing Accessories Stores,59227
2016-08-01,Aug,2016,Electronics and Appliance Stores,15710
2016-08-01,Aug,2016,Food and Beverage Retailers,165422
2016-08-01,Aug,2016,Food Services and Drinking Places,154268
2016-08-01,Aug,2016,Furniture and Home Furnishings Stores,41446
2016-08-01,Aug,2016,Gasoline Stations,38739
2016-08-01,Aug,2016,General Merchandise Stores,169791
2016-08-01,Aug,2016,Health and Personal Care Stores,49421
2016-08-01,Aug,2016,Miscellaneous Store Retailers,17773
2016-08-01,Aug,2016,Motor Vehicle and Parts Dealers,388422
2016-08-01,Aug,2016,Nonstore Retailers,84051
2016-08-01,Aug,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14790
2016-08-01,Aug,2016,Unknown,2436897
2016-09-01,Sep,2016,Building Material and Garden Equipment and Supplies Dealers,55579
2016-09-01,Sep,2016,Clothing and Clothing Accessories Stores,52962
2016-09-01,Sep,2016,Electronics and Appliance Stores,14830
2016-09-01,Sep,2016,Food and Beverage Retailers,162218
2016-09-01,Sep,2016,Food Services and Drinking Places,148954
2016-09-01,Sep,2016,Furniture and Home Furnishings Stores,40663
2016-09-01,Sep,2016,Gasoline Stations,37909
2016-09-01,Sep,2016,General Merchandise Stores,156486
2016-09-01,Sep,2016,Health and Personal Care Stores,47868
2016-09-01,Sep,2016,Miscellaneous Store Retailers,16837
2016-09-01,Sep,2016,Motor Vehicle and Parts Dealers,356542
2016-09-01,Sep,2016,Nonstore Retailers,81897
2016-09-01,Sep,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12654
2016-09-01,Sep,2016,Unknown,2318221
2016-10-01,Oct,2016,Building Material and Garden Equipment and Supplies Dealers,54942
2016-10-01,Oct,2016,Clothing and Clothing Accessories Stores,55042
2016-10-01,Oct,2016,Electronics and Appliance Stores,14114
2016-10-01,Oct,2016,Food and Beverage Retailers,166057
2016-10-01,Oct,2016,Food Services and Drinking Places,153670
2016-10-01,Oct,2016,Furniture and Home Furnishings Stores,38730
2016-10-01,Oct,2016,Gasoline Stations,38960
2016-10-01,Oct,2016,General Merchandise Stores,167499
2016-10-01,Oct,2016,Health and Personal Care Stores,47205
2016-10-01,Oct,2016,Miscellaneous Store Retailers,17865
2016-10-01,Oct,2016,Motor Vehicle and Parts Dealers,347024
2016-10-01,Oct,2016,Nonstore Retailers,83771
2016-10-01,Oct,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11796
2016-10-01,Oct,2016,Unknown,2352501
2016-11-01,Nov,2016,Building Material and Garden Equipment and Supplies Dealers,54800
2016-11-01,Nov,2016,Clothing and Clothing Accessories Stores,63309
2016-11-01,Nov,2016,Electronics and Appliance Stores,18402
2016-11-01,Nov,2016,Food and Beverage Retailers,167097
2016-11-01,Nov,2016,Food Services and Drinking Places,147622
2016-11-01,Nov,2016,Furniture and Home Furnishings Stores,44125
2016-11-01,Nov,2016,Gasoline Stations,35795
2016-11-01,Nov,2016,General Merchandise Stores,185019
2016-11-01,Nov,2016,Health and Personal Care Stores,47046
2016-11-01,Nov,2016,Miscellaneous Store Retailers,16378
2016-11-01,Nov,2016,Motor Vehicle and Parts Dealers,338194
2016-11-01,Nov,2016,Nonstore Retailers,101779
2016-11-01,Nov,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",14416
2016-11-01,Nov,2016,Unknown,2468939
2016-12-01,Dec,2016,Building Material and Garden Equipment and Supplies Dealers,51395
2016-12-01,Dec,2016,Clothing and Clothing Accessories Stores,90600
2016-12-01,Dec,2016,Electronics and Appliance Stores,22860
2016-12-01,Dec,2016,Food and Beverage Retailers,181644
2016-12-01,Dec,2016,Food Services and Drinking Places,160057
2016-12-01,Dec,2016,Furniture and Home Furnishings Stores,49986
2016-12-01,Dec,2016,Gasoline Stations,37136
2016-12-01,Dec,2016,General Merchandise Stores,230001
2016-12-01,Dec,2016,Health and Personal Care Stores,53428
2016-12-01,Dec,2016,Miscellaneous Store Retailers,19887
2016-12-01,Dec,2016,Motor Vehicle and Parts Dealers,380586
2016-12-01,Dec,2016,Nonstore Retailers,128761
2016-12-01,Dec,2016,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",21964
2016-12-01,Dec,2016,Unknown,2893841
2017-01-01,Jan,2017,Building Material and Garden Equipment and Supplies Dealers,45130
2017-01-01,Jan,2017,Clothing and Clothing Accessories Stores,42197
2017-01-01,Jan,2017,Electronics and Appliance Stores,14068
2017-01-01,Jan,2017,Food and Beverage Retailers,164470
2017-01-01,Jan,2017,Food Services and Drinking Places,147898
2017-01-01,Jan,2017,Furniture and Home Furnishings Stores,35919
2017-01-01,Jan,2017,Gasoline Stations,35904
2017-01-01,Jan,2017,General Merchandise Stores,150009
2017-01-01,Jan,2017,Health and Personal Care Stores,47480
2017-01-01,Jan,2017,Miscellaneous Store Retailers,14271
2017-01-01,Jan,2017,Motor Vehicle and Parts Dealers,319614
2017-01-01,Jan,2017,Nonstore Retailers,87824
2017-01-01,Jan,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11729
2017-01-01,Jan,2017,Unknown,2188654
2017-02-01,Feb,2017,Building Material and Garden Equipment and Supplies Dealers,44890
2017-02-01,Feb,2017,Clothing and Clothing Accessories Stores,47175
2017-02-01,Feb,2017,Electronics and Appliance Stores,13436
2017-02-01,Feb,2017,Food and Beverage Retailers,154558
2017-02-01,Feb,2017,Food Services and Drinking Places,146641
2017-02-01,Feb,2017,Furniture and Home Furnishings Stores,35354
2017-02-01,Feb,2017,Gasoline Stations,34191
2017-02-01,Feb,2017,General Merchandise Stores,148980
2017-02-01,Feb,2017,Health and Personal Care Stores,45349
2017-02-01,Feb,2017,Miscellaneous Store Retailers,14165
2017-02-01,Feb,2017,Motor Vehicle and Parts Dealers,334248
2017-02-01,Feb,2017,Nonstore Retailers,82428
2017-02-01,Feb,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",10447
2017-02-01,Feb,2017,Unknown,2158472
2017-03-01,Mar,2017,Building Material and Garden Equipment and Supplies Dealers,57499
2017-03-01,Mar,2017,Clothing and Clothing Accessories Stores,56606
2017-03-01,Mar,2017,Electronics and Appliance Stores,14990
2017-03-01,Mar,2017,Food and Beverage Retailers,170822
2017-03-01,Mar,2017,Food Services and Drinking Places,167447
2017-03-01,Mar,2017,Furniture and Home Furnishings Stores,39268
2017-03-01,Mar,2017,Gasoline Stations,39083
2017-03-01,Mar,2017,General Merchandise Stores,167532
2017-03-01,Mar,2017,Health and Personal Care Stores,50173
2017-03-01,Mar,2017,Miscellaneous Store Retailers,15924
2017-03-01,Mar,2017,Motor Vehicle and Parts Dealers,394830
2017-03-01,Mar,2017,Nonstore Retailers,94765
2017-03-01,Mar,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",12468
2017-03-01,Mar,2017,Unknown,2484956
2017-04-01,Apr,2017,Building Material and Garden Equipment and Supplies Dealers,60321
2017-04-01,Apr,2017,Clothing and Clothing Accessories Stores,56246
2017-04-01,Apr,2017,Electronics and Appliance Stores,13346
2017-04-01,Apr,2017,Food and Beverage Retailers,168635
2017-04-01,Apr,2017,Food Services and Drinking Places,162473
2017-04-01,Apr,2017,Furniture and Home Furnishings Stores,34982
2017-04-01,Apr,2017,Gasoline Stations,39442
2017-04-01,Apr,2017,General Merchandise Stores,167139
2017-04-01,Apr,2017,Health and Personal Care Stores,47455
2017-04-01,Apr,2017,Miscellaneous Store Retailers,15415
2017-04-01,Apr,2017,Motor Vehicle and Parts Dealers,359200
2017-04-01,Apr,2017,Nonstore Retailers,86863
2017-04-01,Apr,2017,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",11994
2017-04-01,Apr,2017,Unknown,2407723
